IO ID,Name,"Size, B",Type,Min. Value,Max. Value,Multiplier; offset,Units,Error values,IO Explanation and Notes,Averaging,Event On Change,Event On Hysteresis,Eco5,Plug5,HCV5 Lite / Pro5 Lite,Pro5,HCV5,LCV5,Trace5-LTM / Trace5-LTM-NA,Trace5-LTE / Trace5-LTM (Rev.A) / Trace5-2G,Basic,ECO4 UBI,Eco4,Eco4 S,Eco4 T,Eco4 RS T,Pro4,Tco4 HCV,Tco4 LCV,Plug4,Pro4 BT,Tco4 HCV BT,Tco4 LCV BT,Eco3,Pro3,Tco3 TCO,Tco3 OBD
887,Fridge discharge air temperature 2,2,Signed int.,-32768,32766,"0,1",°C,0x7FFF - no data received,Temperature = -3276.8 °C to +3276.6 °C,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
888,Fridge temperature setpoint 2,2,Signed int.,-32768,32766,"0,1",°C,0x7FFF - no data received,Temperature = -3276.8 °C to +3276.6 °C,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
889,TCO_CAN Current daily driving time,4,Unsigned int.,0,64254,1,min,"0xFFFFFFFF, >0xFAFEXXXX, >0xXXXXFAFE","This parameter shall be the current daily driving time for the driver.
Driver1 (MSB) + Driver2 (LSB)
Not available for VDO",No,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
890,Security alarm,1,Unsigned int.,0,2,-,-,-,"Current state of the ""Security"" function's workflow. 0 - OFF, 1 - Armed, 2 - ON.Refer to documentation for the detailed explanation.",No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
891,ECO free rolling with CC distance,2,Unsigned int.,0,65534,5,m,65535,"Distance driven between two consecutive records, 5 m/bit, when CC and Engine are ON, TPS = 0 and RPM is in Free-rolling range",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
892,ECO free rolling with CC fuel used,2,Unsigned int.,0,65534,1,ml,65535,"Fuel used between two consecutive records, 1 mL / bit, when CC and Engine are ON, TPS = 0 and RPM is in Free-rolling range",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
893,ECO free rolling w/o CC distance,2,Unsigned int.,0,65534,5,m,65535,"Distance driven between two consecutive records, 5 m/bit, when CC is OFF, Engine is ON, TPS = 0 and RPM is in Free-rolling range",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
894,ECO free rolling w/o CC fuel used,2,Unsigned int.,0,65534,1,ml,65535,"Fuel used between two consecutive records, 1 mL / bit, when CC is OFF, Engine is ON, TPS = 0 and RPM is in Free-rolling range",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
895,ECO retarder distance,2,Unsigned int.,0,65534,5,m,65535,"Distance driven between two consecutive records, 5 m/bit, when retarder torque was above zero.",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
896,ECO retarder distance w/o CC,2,Unsigned int.,0,65534,1,m,65535,"Distance driven between two consecutive records, 5 m/bit, when retarder torque was above zero and CC was OFF.",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
897,ECO cruise control timer,2,Unsigned int.,0,65534,1,s,65535,"Time period between two consecutive records in 1s/bit, when Cruise control was on",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
898,ECO CC+TPS fuel used,2,Unsigned int.,0,65534,1,ml,65535,"Fuel used between two consecutive records in 1ml/bit, when Engine & CC states are ON and TPS is above the configured limit ",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
899,ECO CC+TPS distance,2,Unsigned int.,0,65534,5,m,65535,"Distance driven between two consecutive records in 5m/bit, when Engine & CC states are ON and TPS is above the configured limit ",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
900,ECO CC+TPS timer,2,Unsigned int.,0,65534,1,s,65535,"Time period between two consecutive records in 1s/bit, when Engine & CC states are ON and TPS is above the configured limit ",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
901,ECO Parking brake abuse,1,Unsigned int.,0,1,-,-,255,"Shows the event of Parking brake abuse, i.e. when parking brake is set and CAN wheel based speed is equal to or higher than the limit set in configuration",No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
902,Fridge operating mode 3,1,Unsigned int.,0,7,-,-,255,"0 - Power Off or Unknown ; 1 – Cooling; 2 – Heating; 3 – Defrost;
4 – Null; 5 – Pretrip; 6 – Sleep; 7 – Reserved for future use",No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
903,Fridge discharge air temperature 3,2,Signed int.,-32768,32766,"0,1",°C,0x7FFF - no data received,Temperature = -3276.8 °C to +3276.6 °C,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
904,Fridge temperature setpoint 3,2,Signed int.,-32768,32766,"0,1",°C,0x7FFF - no data received,Temperature = -3276.8 °C to +3276.6 °C,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
905,Axl Calibration State,1,Unsigned int.,0,254,-,-,255,"2 - AXL calibration in progress, 3 - Up direction found, 11 - AXL is calibrated",No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
906,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,CAN Heated Mirrors,1,Unsigned int.,0,255,-,-,255,"0 – mirrors not heated
1 – mirrors heated
255-no data (default value) ",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
908,CAN Heated Seats Row1,1,Unsigned int.,0,255,-,-,255,"0 – Driver Seat not heeted.
1 – Driver Seat heated (level1) - 33%
2 – Driver Seat heated (level2) - 66%
4 – Driver Seat heated (level3) - 100%
8 – Passenger Seat not heeted.
16 – Passenger Seat heated (level1) - 33%
32 – Passenger Seat heated (level2) - 66%
64 – Passenger Seat heated (level3) - 100%
255-no data (default value) ",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
909,CAN Heated Seats Row2,1,Unsigned int.,0,255,-,-,255,"0 – Driver side Seat not heeted.
1 – Driver side Seat heated (level1) - 33%
2 – Driver side Seat heated (level2) - 66%
4 – Driver side Seat heated (level3) - 100%
8 – Passenger side Seat not heeted.
16 – Passenger side Seat heated (level1) - 33%
32 – Passenger side Seat heated (level2) - 66%
64 – Passenger side Seat heated (level3) - 100%
255-no data (default value) ",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
910,CAN Heated Seats Row3,1,Unsigned int.,0,255,-,-,255,"0 – Driver side Seat not heeted.
1 – Driver side Seat heated (level1) - 33%
2 – Driver side Seat heated (level2) - 66%
4 – Driver side Seat heated (level3) - 100%
8 – Passenger side Seat not heeted.
16 – Passenger side Seat heated (level1) - 33%
32 – Passenger side Seat heated (level2) - 66%
64 – Passenger side Seat heated (level3) - 100%
255-no data (default value) ",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
911,CAN Heated Windscreen,1,Unsigned int.,0,255,-,-,255,"0 – windscreen not heated
1 – windscreen  heated
255-no data (default value) ",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
912,CAN Climate Control (HVAC),1,Unsigned int.,0,255,-,-,255,"Climate control system (HCAV) is on.
0 – HVAC OFF
1 – HVAC ON
255-no data (default value) ",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
913,CAN EV cooling/heating pump,1,Unsigned int.,0,255,-,-,255,"Heating/cooling compressor ON or OFF
0 – Compressor is OFF
1 – Compressor is ON
255-no data (default value) ",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
914,CAN EV Coolant Heater,1,Unsigned int.,0,255,-,-,255,"EV Coolant Heater ON or OFF
0 – Heating is OFF
1 – Heating is ON
255-no data (default value) ",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
915,CAN EV Average energy Consumption,2,Unsigned int.,0,64255,-,kWh/100 km,0,AVARAGED Battery energy consumtions (kWh/100km),No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
916,AIN3 delta,2,Signed int.,-32768,32767,-,mV,32767,Voltage difference between the current and earlier obtained voltage reference on AIN3,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
917,AIN4 delta,2,Signed int.,-32768,32767,-,mV,32767,Voltage difference between the current and earlier obtained voltage reference on AIN4,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
918,ECO min RPM,2,Unsigned int.,0,65535,-,RPM,-,Minimum RPM value registered since last record.,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
919,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,Vehicle RPM,2,Unsigned int.,0,65535,1;0,RPM,65535,IO related to OBD+LCV mode. Selects available source from  IO94  or IO197,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
921,Vehicle speed,2,Unsigned int.,0,65535,1;0,km/h,65535,IO related to OBD+LCV mode. Selects available source from  IO95   or IO210,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
922,Vehicle Mileage (ODO),4,Unsigned int.,0,4294967295,1;0,km,4294967295,IO related to OBD+LCV mode. Selects available source from  IO645  or IO114 ,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
923,Vehicle Fuel Level %,1,Unsigned int.,0,255,1;0,%,255,IO related to OBD+LCV mode. Selects available source from  IO98    or IO207,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
924,Vehicle Fuel Level L,2,Unsigned int.,0,65535,1;0,L,65535,IO related to OBD+LCV mode. Selects available source from  IO205  or IO642 ,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
925,Vehicle Fuel Rate (l/h),2,Unsigned int.,0,65535,"0,05;0",L/h,65535,IO related to OBD+LCV mode. Selects available source from  IO100  or IO116 ,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
926,Vehicle Engine coolant temperature,1,Signed int.,0,255,1;-40,°C,255,IO related to OBD+LCV mode. Selects available source from  IO96   or IO115 ,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
927,Vehicle Ambient air temperature,2,Signed int.,0,65535,1;-40,°C,65535,IO related to OBD+LCV mode. Selects available source from  IO89   or IO97 ,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
928,Accelerator Pedal position,1,Unsigned int.,0,255,1;0,%,255,IO related to OBD+LCV mode. Selects available source from  IO103  or IO206 ,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
929,Electric Vehicle State of Charge (SOC) %,1,Unsigned int.,0,255,1;0,%,255,IO related to OBD+LCV mode. Selects available source from  IO511  or IO722 ,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
930,Electric Vehicle Distance Until Recharge,2,Unsigned int.,0,65535,1;0,km,65535,IO related to OBD+LCV mode. Selects available source from  IO516  or IO723 ,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,
931,CAN LCV windows state,1,Bitmap,0,0xFF,-,-,0xFF,"0b -> Front Left; 1b -> Front Right; 2b -> Back Left;
3b -> Back Right; 7b -> Sunroof.
(Used only for cars, that provide window POSITION, not STATUS; e.g. Toyota...)",No,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,,,,
932,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
933,YUTONG Vehicle Status,1,Bitmap,0,,-,-,255,001(STOP); 010(READY); 011(GO!); 100 (remote upgrade); other (invalid),No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
934,YUTONG Average Power Consumption,1,Unsigned int.,0,250,"0,01;0",kWh/km,255,"Resolution: 0.01KWh/Km/bit,
Range: 0~250, Offset: 0",No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
935,YUTONG Motor Power Percentage,1,Unsigned int.,0,100,1;-100,%,255,"Resolution 1%/bit, range -100%-100%, offset -100%.",No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
936,YUTONG EV Battery Voltage,2,Unsigned int.,0,65535,"0,1; 0",V,65535,"16bit, 0.1V/bit, offset: 0, range: 0V ~ 1000V",No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
937,YUTONG EV Battery Current,2,Unsigned int.,0,65535,"0,05; -1200",A,65535,"16bit, 0.05A/bit, offset: -1200A, range: -1200A ~ 1200A",No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
938,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,Vehicle VIN Number,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,-,IO related to OBD+LCV mode. Selects available source from  IO104  or IO123,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
940,Vehicle VIN Number,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,-,IO related to OBD+LCV mode. Selects available source from  IO105  or IO124,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
941,Vehicle VIN Number,8,String,0,0xFFFFFFFFFFFFFFFF,-,-,-,IO related to OBD+LCV mode. Selects available source from  IO106  or IO125,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
942,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
943,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
944,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
948,ATH state,1,Unsigned int.,0,255,-,-,255,"0 - ATH OFF,
1 - ATH ON,
255 - ATH status not obtained",No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
949,CAN EV State of health (SOH),2,Unsigned int.,0,10000,"0,01 ; 0",%,0xFFFF,CAN EV State of health (SOH) - LCV parameter,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,
950,OBD EV State of health (SOH),2,Unsigned int.,0,10000,"0,01 ; 0",%,0xFFFF,OBD EV State of health (SOH) - OBD parameter,,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,
951,Geofence Crossing,2,Bitmap,0,0xFFFF,-,-, ,Shows geofence entry/exit events. https://doc.ruptela.com/articles/#!hardware-solutions-publication/geofence-configuration,No,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
952,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
953,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
956,Traction hourmeter,4,Unsigned int.,0,4294967294,0.05,h,4294967295 - no data received,"Traction hourmeter. Multiplier 0,05 h/bit.",No,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
957,External supply current,2,Unsigned int.,0,65534,1,-,65535 - no data received,"External supply current, relative units",Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
958,Fuel Counter3,2,Unsigned int.,0,65535,Depends on counter,ml,-,0 – reset;,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
959,OBD driver seatbelt;,1,Unsigned int.,0,1,-,-,-,"Driver seatbelt status:
0 - Driver Seatbelt not Detected or Data not available
1 - Driver Seatbelt ON",No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
960,OBD tire pressure front left,2,Unsigned int.,0,65534,"0,05; 0",PSI,65535,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
961,OBD tire pressure front right,2,Unsigned int.,0,65534,"0,05; 0",PSI,65535,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
962,OBD tire pressure rear left,2,Unsigned int.,0,65534,"0,05; 0",PSI,65535,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
963,OBD tire pressure rear righ,2,Unsigned int.,0,65534,"0,05; 0",PSI,65535,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
964,OBD Oil Life remaining,1,Unsigned int.,0,254,"0,393;0",%,255,,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
965,CAN tire pressure front left,2,Unsigned int.,0,65534,"0,05; 0",PSI,65535,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
966,CAN tire pressure front right,2,Unsigned int.,0,65534,"0,05; 0",PSI,65535,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
967,CAN tire pressure rear left,2,Unsigned int.,0,65534,"0,05; 0",PSI,65535,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
968,CAN tire pressure rear right,2,Unsigned int.,0,65534,"0,05; 0",PSI,65535,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
969,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
971,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
972,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,Wi-Fi connected devices,1,Unsigned int.,0,16,1,-,255,Number of devices connected to the Access Point. Maximum allowed number is 16. 255 means error - information not available,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
975,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
976,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
978,AutoConfiguration Status,1,Unsigned int.,0,255,-,-,-,"	0- Configuration not started
	1 - Autoconfiguration in progress
	2 - Autoconfiguration done. HDV detected. FMS configured
	3 - Autoconfiguration done. HDV detected. HCV configured
	4 - Autoconfiguration done. LDV detected. OBD configured
	5 - Autoconfiguration done. LDV detected. OBD+LCV configured
	6 - Configuration unsuccessful
7 - Manual configuration used",No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
979,Overall Energy Consumed from Trolley ,4,Unsigned int.,0,4294967294,1; 0,kWh,4294967295,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
980,Overall Energy Returned to Trolley,4,Unsigned int.,0,4294967294,1; 0,kWh,4294967295,,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
981,Wireless passenger ID 16B,8,String,0x0000000000000000,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Passenger ID for NBL-2 / NBL-3 RFID card readers,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
982,Wireless passenger ID 16B,8,String,0x0000000000000000,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Passenger ID for NBL-2 / NBL-3 RFID card readers,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
983,Wireless driver ID 16B,8,String,0x0000000000000000,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Driver ID for NBL-2 / NBL-3 RFID card readers,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
984,Wireless driver ID 16B,8,String,0x0000000000000000,0xFFFFFFFFFFFFFFFF,-,-,0xFFFFFFFFFFFFFFFF,Driver ID for NBL-2 / NBL-3 RFID card readers,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
985,Unplug Detection,1,Unsigned int.,0,1,-,-,-,0 - Device Plugged in; 1-Device unplugged,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
986,Driver registration engine on time,2,Unsigned int.,0,64800,-,s,65535,"For Driver registration, 'Blocking with rest time' mode. Indicates the current value of the ""Engine on"" timer.",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
987,Driver registration rest time,2,Unsigned int.,0,64800,-,s,65535,"For Driver registration, 'Blocking with rest time' mode. Indicates the current value of the ""Rest"" timer",No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
988,DIN5,1,Unsigned int.,0,1,-,-,-,"0=low level on input, 1=high level on input",Debouncing,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
989,DIN6,1,Unsigned int.,0,1,-,-,-,"0=low level on input, 1=high level on input",Debouncing,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
990,DIN5 hour counter,4,Unsigned int.,0,4294967295,-,s,-,Reset = 0;,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
991,DIN6 hour counter,4,Unsigned int.,0,4294967295,-,s,-,Reset = 0;,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
992,DIN5 hours cumulated,4,Unsigned int.,0,4294967295,-,s,-,Cumulated time when DIN5 level was high,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
993,DIN6 hours cumulated,4,Unsigned int.,0,4294967295,-,s,-,Cumulated time when DIN6 level was high,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
994,Wake up source,1,Unsigned int.,0,255,-,-,-,"Advanced sleep wake up source. 0 - Default value, 1 - Periodical wake up, 2 - Movement, 3-8 - DIN1-6, 9 - USB, 10 - Power supply voltage, '>' condition, 11 - Power supply voltage, '<' condition. ",No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
995,Not in use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
996,Power supply voltage - Ext. range,4,Unsigned int.,0,0xFFFFFFFF,-,mV,0xFFFFFFFF,Power supply voltage with extended range,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
997,AIN1 - Ext. range,4,Unsigned int.,0,0xFFFFFFFF,-,mV,0xFFFFFFFF,Analog input 1 with extended range,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
998,AIN2 - Ext. range,4,Unsigned int.,0,0xFFFFFFFF,-,mV,0xFFFFFFFF,Analog input 2 with extended range,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
999,Current LTE band,1,Unsigned int.,0,0xFF,-,-,0xFF,"Current band if device is connected to LTE network. 0 - Device not connected to an LTE band, 0xFF - Default value",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
